route_id,route_name,mode,hour,day_of_week,is_weekend,weather,period,lighting_score,crowd_level,incident_count_30d,delay_minutes
R3,Indiranagar -> Koramangala,Auto,9,Wednesday,0,Rain,morning_rush,8.47,7.11,0,24.81
R3,Indiranagar -> Koramangala,Auto,11,Thursday,0,Clear,off_peak,7.77,2.05,2,5.81
R3,Indiranagar -> Koramangala,Auto,18,Friday,0,Clear,evening_rush,7.73,6.54,0,27.68
R3,Indiranagar -> Koramangala,Auto,23,Friday,0,Fog,late_night,3.64,0.79,3,11.39
R3,Indiranagar -> Koramangala,Auto,2,Tuesday,0,Clear,late_night,3.81,0.0,7,0.0
R3,Indiranagar -> Koramangala,Auto,11,Wednesday,0,Clear,off_peak,7.39,2.28,1,4.33
R3,Indiranagar -> Koramangala,Auto,3,Saturday,1,Heavy Rain,late_night,3.39,1.95,4,18.53
R3,Indiranagar -> Koramangala,Auto,1,Sunday,1,Heavy Rain,late_night,4.24,0.78,2,21.63
R3,Indiranagar -> Koramangala,Auto,9,Monday,0,Clear,morning_rush,8.38,7.12,1,18.14
R3,Indiranagar -> Koramangala,Auto,10,Wednesday,0,Clear,morning_rush,7.44,7.86,1,14.79
R3,Indiranagar -> Koramangala,Auto,17,Tuesday,0,Fog,evening_rush,7.52,7.44,3,36.37
R3,Indiranagar -> Koramangala,Auto,15,Thursday,0,Clear,off_peak,7.59,1.92,1,6.42
R3,Indiranagar -> Koramangala,Auto,23,Thursday,0,Clear,late_night,3.98,1.34,4,7.26
R3,Indiranagar -> Koramangala,Auto,12,Saturday,1,Clear,off_peak,7.55,1.94,1,1.56
R3,Indiranagar -> Koramangala,Auto,18,Sunday,1,Rain,evening_rush,7.99,6.33,1,17.18
R3,Indiranagar -> Koramangala,Auto,15,Wednesday,0,Rain,off_peak,7.86,3.98,2,8.93
R3,Indiranagar -> Koramangala,Auto,22,Friday,0,Clear,late_night,3.47,0.49,3,7.3
R3,Indiranagar -> Koramangala,Auto,20,Sunday,1,Clear,evening_rush,8.08,6.72,2,12.69
R3,Indiranagar -> Koramangala,Auto,0,Sunday,1,Clear,late_night,4.42,0.73,7,6.88
R3,Indiranagar -> Koramangala,Auto,14,Saturday,1,Heavy Rain,off_peak,8.61,3.21,1,18.88
R3,Indiranagar -> Koramangala,Auto,6,Thursday,0,Clear,off_peak,7.68,2.76,0,3.72
R3,Indiranagar -> Koramangala,Auto,18,Tuesday,0,Clear,evening_rush,7.94,6.79,0,22.25
R3,Indiranagar -> Koramangala,Auto,10,Sunday,1,Clear,morning_rush,8.06,7.55,0,9.34
R3,Indiranagar -> Koramangala,Auto,2,Wednesday,0,Clear,late_night,3.91,0.0,4,5.06
R3,Indiranagar -> Koramangala,Auto,21,Friday,0,Clear,off_peak,7.9,2.48,2,1.83
R3,Indiranagar -> Koramangala,Auto,17,Tuesday,0,Clear,evening_rush,7.81,6.92,1,19.96
R3,Indiranagar -> Koramangala,Auto,1,Monday,0,Rain,late_night,4.56,0.0,4,9.02
R3,Indiranagar -> Koramangala,Auto,22,Wednesday,0,Clear,late_night,3.42,2.35,2,3.66
R3,Indiranagar -> Koramangala,Auto,7,Sunday,1,Rain,morning_rush,7.59,6.73,1,20.95
R3,Indiranagar -> Koramangala,Auto,17,Sunday,1,Rain,evening_rush,7.8,7.03,3,18.13
R3,Indiranagar -> Koramangala,Auto,0,Saturday,1,Rain,late_night,3.13,0.7,5,8.35
R3,Indiranagar -> Koramangala,Auto,7,Thursday,0,Rain,morning_rush,8.26,6.75,0,31.23
R3,Indiranagar -> Koramangala,Auto,3,Saturday,1,Clear,late_night,4.28,0.69,2,0.0
R3,Indiranagar -> Koramangala,Auto,8,Saturday,1,Clear,morning_rush,8.07,8.04,2,7.9
R3,Indiranagar -> Koramangala,Auto,8,Tuesday,0,Clear,morning_rush,8.38,6.9,2,21.36
R3,Indiranagar -> Koramangala,Auto,2,Thursday,0,Clear,late_night,3.76,1.19,8,5.3
R3,Indiranagar -> Koramangala,Auto,20,Tuesday,0,Clear,evening_rush,8.52,7.58,1,19.09
R3,Indiranagar -> Koramangala,Auto,15,Tuesday,0,Fog,off_peak,7.99,2.93,0,13.23
R3,Indiranagar -> Koramangala,Auto,3,Wednesday,0,Clear,late_night,4.97,1.88,3,7.28
R3,Indiranagar -> Koramangala,Auto,9,Tuesday,0,Clear,morning_rush,7.86,6.94,2,17.63
R3,Indiranagar -> Koramangala,Auto,23,Wednesday,0,Clear,late_night,3.18,1.34,4,2.68
R3,Indiranagar -> Koramangala,Auto,16,Monday,0,Fog,off_peak,7.96,3.06,3,13.42
R3,Indiranagar -> Koramangala,Auto,18,Sunday,1,Rain,evening_rush,7.91,6.6,2,17.94
R3,Indiranagar -> Koramangala,Auto,9,Sunday,1,Heavy Rain,morning_rush,7.51,6.38,0,23.52
R3,Indiranagar -> Koramangala,Auto,16,Saturday,1,Clear,off_peak,8.3,2.58,0,0.0
R3,Indiranagar -> Koramangala,Auto,2,Monday,0,Fog,late_night,4.76,0.32,2,14.37
R3,Indiranagar -> Koramangala,Auto,1,Sunday,1,Clear,late_night,3.67,1.02,4,2.59
R3,Indiranagar -> Koramangala,Auto,9,Friday,0,Heavy Rain,morning_rush,7.91,7.45,1,35.06
R3,Indiranagar -> Koramangala,Auto,14,Saturday,1,Clear,off_peak,8.09,2.91,0,0.0
R3,Indiranagar -> Koramangala,Auto,4,Saturday,1,Rain,late_night,4.24,0.53,1,6.09
R3,Indiranagar -> Koramangala,Auto,12,Saturday,1,Clear,off_peak,8.2,3.48,3,0.0
R3,Indiranagar -> Koramangala,Auto,19,Thursday,0,Clear,evening_rush,7.88,7.36,3,22.53
R3,Indiranagar -> Koramangala,Auto,11,Sunday,1,Rain,off_peak,7.53,2.38,0,13.92
R3,Indiranagar -> Koramangala,Auto,6,Friday,0,Clear,off_peak,8.51,3.09,1,7.88
R3,Indiranagar -> Koramangala,Auto,8,Friday,0,Clear,morning_rush,8.24,7.67,1,16.89
R3,Indiranagar -> Koramangala,Auto,12,Thursday,0,Clear,off_peak,8.17,3.28,2,4.85
R3,Indiranagar -> Koramangala,Auto,8,Friday,0,Rain,morning_rush,7.7,6.68,0,28.64
R3,Indiranagar -> Koramangala,Auto,18,Wednesday,0,Rain,evening_rush,7.95,7.39,0,28.52
R3,Indiranagar -> Koramangala,Auto,11,Sunday,1,Clear,off_peak,7.78,2.83,0,3.19
R3,Indiranagar -> Koramangala,Auto,18,Friday,0,Clear,evening_rush,8.5,6.86,4,17.79
R3,Indiranagar -> Koramangala,Auto,7,Wednesday,0,Clear,morning_rush,8.57,7.37,0,21.98
R3,Indiranagar -> Koramangala,Auto,20,Saturday,1,Fog,evening_rush,7.99,7.76,4,24.15
R3,Indiranagar -> Koramangala,Auto,23,Monday,0,Clear,late_night,4.66,0.57,5,4.94
R3,Indiranagar -> Koramangala,Auto,10,Wednesday,0,Clear,morning_rush,7.86,6.42,0,17.75
R3,Indiranagar -> Koramangala,Auto,23,Wednesday,0,Clear,late_night,4.62,1.73,6,2.7
R3,Indiranagar -> Koramangala,Auto,15,Wednesday,0,Clear,off_peak,7.6,2.49,1,7.07
R3,Indiranagar -> Koramangala,Auto,21,Tuesday,0,Heavy Rain,off_peak,8.3,3.16,1,20.77
R3,Indiranagar -> Koramangala,Auto,11,Saturday,1,Clear,off_peak,8.22,3.46,2,2.76
R3,Indiranagar -> Koramangala,Auto,10,Monday,0,Clear,morning_rush,8.14,6.76,0,13.3
R3,Indiranagar -> Koramangala,Auto,4,Friday,0,Clear,late_night,3.86,0.8,4,0.0
R3,Indiranagar -> Koramangala,Auto,2,Thursday,0,Clear,late_night,4.9,0.49,5,0.0
R3,Indiranagar -> Koramangala,Auto,13,Monday,0,Rain,off_peak,7.78,3.2,1,9.99
R3,Indiranagar -> Koramangala,Auto,8,Sunday,1,Rain,morning_rush,7.96,7.14,1,18.4
R3,Indiranagar -> Koramangala,Auto,22,Saturday,1,Fog,late_night,3.8,0.05,2,12.74
R3,Indiranagar -> Koramangala,Auto,0,Thursday,0,Clear,late_night,3.89,1.23,4,0.0
R3,Indiranagar -> Koramangala,Auto,12,Thursday,0,Fog,off_peak,8.05,3.19,1,18.11
R3,Indiranagar -> Koramangala,Auto,4,Monday,0,Clear,late_night,3.76,0.94,5,3.43
R3,Indiranagar -> Koramangala,Auto,8,Wednesday,0,Clear,morning_rush,7.67,6.42,1,14.67
R3,Indiranagar -> Koramangala,Auto,5,Friday,0,Clear,late_night,3.96,1.68,1,2.87
R3,Indiranagar -> Koramangala,Auto,20,Tuesday,0,Clear,evening_rush,7.69,6.74,3,21.54
R3,Indiranagar -> Koramangala,Auto,9,Monday,0,Clear,morning_rush,7.58,6.13,1,22.75
R3,Indiranagar -> Koramangala,Auto,13,Thursday,0,Fog,off_peak,8.26,3.74,1,10.9
R3,Indiranagar -> Koramangala,Auto,23,Wednesday,0,Clear,late_night,3.73,1.26,4,5.1
R3,Indiranagar -> Koramangala,Auto,14,Saturday,1,Fog,off_peak,7.41,3.52,0,15.15
R3,Indiranagar -> Koramangala,Auto,22,Friday,0,Rain,late_night,3.96,1.62,2,11.41
R3,Indiranagar -> Koramangala,Auto,4,Wednesday,0,Clear,late_night,3.96,1.36,2,3.95
R3,Indiranagar -> Koramangala,Auto,17,Friday,0,Clear,evening_rush,7.62,6.42,1,25.56
R3,Indiranagar -> Koramangala,Auto,3,Sunday,1,Clear,late_night,4.54,0.95,4,0.0
R3,Indiranagar -> Koramangala,Auto,3,Sunday,1,Rain,late_night,3.7,1.99,4,8.45
R3,Indiranagar -> Koramangala,Auto,23,Monday,0,Clear,late_night,3.27,0.33,8,1.94
R3,Indiranagar -> Koramangala,Auto,10,Thursday,0,Clear,morning_rush,8.21,6.75,2,13.43
R3,Indiranagar -> Koramangala,Auto,0,Saturday,1,Clear,late_night,4.45,0.64,6,3.12
R3,Indiranagar -> Koramangala,Auto,12,Monday,0,Clear,off_peak,7.47,3.16,0,0.0
R3,Indiranagar -> Koramangala,Auto,10,Thursday,0,Clear,morning_rush,8.13,6.14,1,16.55
R3,Indiranagar -> Koramangala,Auto,19,Sunday,1,Clear,evening_rush,8.19,7.29,0,10.94
R3,Indiranagar -> Koramangala,Auto,18,Thursday,0,Clear,evening_rush,8.89,7.48,0,18.92
R3,Indiranagar -> Koramangala,Auto,22,Sunday,1,Clear,late_night,4.91,0.71,4,1.88
R3,Indiranagar -> Koramangala,Auto,4,Sunday,1,Clear,late_night,4.94,0.49,1,2.38
R3,Indiranagar -> Koramangala,Auto,9,Saturday,1,Rain,morning_rush,8.14,8.52,2,17.28
R3,Indiranagar -> Koramangala,Auto,0,Saturday,1,Rain,late_night,3.46,1.4,6,6.02
R3,Indiranagar -> Koramangala,Auto,11,Friday,0,Clear,off_peak,8.32,3.08,2,7.47
R3,Indiranagar -> Koramangala,Auto,23,Tuesday,0,Clear,late_night,4.28,0.56,4,2.2
R3,Indiranagar -> Koramangala,Auto,10,Friday,0,Clear,morning_rush,8.54,6.62,1,13.57
R3,Indiranagar -> Koramangala,Auto,19,Thursday,0,Clear,evening_rush,7.63,7.27,1,21.71
R3,Indiranagar -> Koramangala,Auto,21,Tuesday,0,Clear,off_peak,7.79,3.94,0,8.3
R3,Indiranagar -> Koramangala,Auto,19,Tuesday,0,Clear,evening_rush,8.08,5.99,3,20.36
R3,Indiranagar -> Koramangala,Auto,22,Saturday,1,Clear,late_night,4.58,1.64,4,0.0
R3,Indiranagar -> Koramangala,Auto,4,Monday,0,Clear,late_night,3.27,1.78,1,0.0
R3,Indiranagar -> Koramangala,Auto,19,Sunday,1,Clear,evening_rush,7.82,5.72,1,12.4
R3,Indiranagar -> Koramangala,Auto,7,Thursday,0,Clear,morning_rush,7.92,6.81,1,17.71
R3,Indiranagar -> Koramangala,Auto,13,Thursday,0,Rain,off_peak,8.49,3.6,0,14.03
R3,Indiranagar -> Koramangala,Auto,23,Saturday,1,Clear,late_night,3.88,0.37,4,0.0
R3,Indiranagar -> Koramangala,Auto,23,Wednesday,0,Clear,late_night,4.56,0.33,5,4.01
R3,Indiranagar -> Koramangala,Auto,1,Thursday,0,Rain,late_night,4.1,1.32,2,6.93
R3,Indiranagar -> Koramangala,Auto,21,Friday,0,Clear,off_peak,8.59,2.83,0,3.44
R3,Indiranagar -> Koramangala,Auto,13,Monday,0,Clear,off_peak,8.19,2.7,4,2.85
R3,Indiranagar -> Koramangala,Auto,22,Tuesday,0,Fog,late_night,3.58,0.32,3,15.17
R3,Indiranagar -> Koramangala,Auto,14,Thursday,0,Rain,off_peak,8.28,3.64,0,7.54
R3,Indiranagar -> Koramangala,Auto,23,Thursday,0,Clear,late_night,3.85,1.47,3,2.95
R3,Indiranagar -> Koramangala,Auto,11,Monday,0,Clear,off_peak,8.15,1.68,2,0.0
R3,Indiranagar -> Koramangala,Auto,5,Tuesday,0,Clear,late_night,4.12,1.04,6,1.25
R3,Indiranagar -> Koramangala,Auto,22,Saturday,1,Clear,late_night,3.32,0.68,4,1.99
R3,Indiranagar -> Koramangala,Auto,7,Monday,0,Clear,morning_rush,7.77,7.46,2,11.14
R3,Indiranagar -> Koramangala,Auto,19,Monday,0,Clear,evening_rush,7.43,7.46,3,20.76
R3,Indiranagar -> Koramangala,Auto,22,Saturday,1,Clear,late_night,4.55,1.02,4,0.0
R3,Indiranagar -> Koramangala,Auto,16,Thursday,0,Clear,off_peak,7.88,2.88,1,3.23
R3,Indiranagar -> Koramangala,Auto,3,Thursday,0,Rain,late_night,4.59,1.44,2,5.88
R3,Indiranagar -> Koramangala,Auto,13,Wednesday,0,Fog,off_peak,8.1,3.75,0,19.76
R3,Indiranagar -> Koramangala,Auto,18,Friday,0,Clear,evening_rush,8.07,7.6,0,19.64
R3,Indiranagar -> Koramangala,Auto,17,Sunday,1,Clear,evening_rush,8.25,7.27,2,4.96
R3,Indiranagar -> Koramangala,Auto,8,Wednesday,0,Clear,morning_rush,7.84,7.35,1,24.11
R3,Indiranagar -> Koramangala,Auto,9,Wednesday,0,Rain,morning_rush,8.03,6.4,0,30.01
R3,Indiranagar -> Koramangala,Auto,1,Thursday,0,Rain,late_night,3.84,1.22,1,7.29
R3,Indiranagar -> Koramangala,Auto,17,Saturday,1,Heavy Rain,evening_rush,7.75,7.41,1,24.32
R3,Indiranagar -> Koramangala,Auto,21,Tuesday,0,Clear,off_peak,7.99,3.81,3,2.57
R3,Indiranagar -> Koramangala,Auto,17,Saturday,1,Clear,evening_rush,8.18,7.06,2,5.2
R3,Indiranagar -> Koramangala,Auto,22,Wednesday,0,Fog,late_night,4.26,1.06,3,15.23
R3,Indiranagar -> Koramangala,Auto,8,Sunday,1,Heavy Rain,morning_rush,7.86,7.92,1,19.56
R3,Indiranagar -> Koramangala,Auto,6,Tuesday,0,Rain,off_peak,8.28,2.64,1,14.36
R3,Indiranagar -> Koramangala,Auto,0,Sunday,1,Clear,late_night,3.86,0.38,4,0.0
R3,Indiranagar -> Koramangala,Auto,21,Tuesday,0,Rain,off_peak,8.01,2.71,1,15.26
R3,Indiranagar -> Koramangala,Auto,23,Saturday,1,Rain,late_night,4.59,0.42,2,8.26
R3,Indiranagar -> Koramangala,Auto,0,Saturday,1,Clear,late_night,4.05,2.5,8,1.6
R3,Indiranagar -> Koramangala,Auto,16,Sunday,1,Heavy Rain,off_peak,8.14,2.94,1,25.22
R3,Indiranagar -> Koramangala,Auto,23,Sunday,1,Fog,late_night,3.58,0.0,6,15.44
R3,Indiranagar -> Koramangala,Auto,9,Friday,0,Clear,morning_rush,8.13,6.35,1,18.47
R3,Indiranagar -> Koramangala,Auto,4,Friday,0,Heavy Rain,late_night,4.27,1.67,4,18.2
R3,Indiranagar -> Koramangala,Auto,4,Tuesday,0,Fog,late_night,4.63,1.39,5,15.42
R3,Indiranagar -> Koramangala,Auto,20,Thursday,0,Clear,evening_rush,7.89,6.63,2,21.44
R3,Indiranagar -> Koramangala,Auto,0,Monday,0,Clear,late_night,4.17,0.56,3,0.0
R3,Indiranagar -> Koramangala,Auto,12,Monday,0,Rain,off_peak,8.55,2.95,1,14.16
R3,Indiranagar -> Koramangala,Auto,2,Monday,0,Clear,late_night,4.99,1.01,5,3.95
R3,Indiranagar -> Koramangala,Auto,10,Saturday,1,Clear,morning_rush,8.73,7.29,2,11.62
R3,Indiranagar -> Koramangala,Auto,11,Wednesday,0,Rain,off_peak,7.68,2.96,2,11.16
R3,Indiranagar -> Koramangala,Auto,10,Saturday,1,Rain,morning_rush,7.89,6.86,2,14.5
R3,Indiranagar -> Koramangala,Auto,13,Tuesday,0,Clear,off_peak,7.82,2.51,2,3.87
R3,Indiranagar -> Koramangala,Auto,22,Sunday,1,Heavy Rain,late_night,3.71,0.58,5,20.86
R3,Indiranagar -> Koramangala,Auto,23,Monday,0,Clear,late_night,3.47,0.42,2,5.82
R3,Indiranagar -> Koramangala,Auto,4,Sunday,1,Rain,late_night,3.6,0.25,1,13.4
R3,Indiranagar -> Koramangala,Auto,5,Friday,0,Clear,late_night,4.22,1.27,10,0.0
R3,Indiranagar -> Koramangala,Auto,21,Monday,0,Rain,off_peak,7.89,2.6,0,12.09
R3,Indiranagar -> Koramangala,Auto,23,Friday,0,Clear,late_night,3.98,1.95,5,4.44
R3,Indiranagar -> Koramangala,Auto,9,Thursday,0,Rain,morning_rush,7.99,6.91,0,30.49
R3,Indiranagar -> Koramangala,Auto,21,Tuesday,0,Fog,off_peak,7.76,2.96,2,17.42
R3,Indiranagar -> Koramangala,Auto,5,Sunday,1,Rain,late_night,4.76,0.53,5,7.99
R3,Indiranagar -> Koramangala,Auto,8,Wednesday,0,Clear,morning_rush,8.11,7.54,1,22.5
R3,Indiranagar -> Koramangala,Auto,7,Sunday,1,Heavy Rain,morning_rush,7.69,8.57,0,30.14
R3,Indiranagar -> Koramangala,Auto,16,Tuesday,0,Clear,off_peak,7.91,3.72,0,5.21
R3,Indiranagar -> Koramangala,Auto,18,Tuesday,0,Clear,evening_rush,8.18,7.84,1,23.7
R3,Indiranagar -> Koramangala,Auto,12,Thursday,0,Clear,off_peak,8.24,2.36,1,5.22
R3,Indiranagar -> Koramangala,Auto,3,Sunday,1,Clear,late_night,3.14,1.38,7,3.02
R3,Indiranagar -> Koramangala,Auto,23,Saturday,1,Clear,late_night,4.12,1.94,3,0.0
R3,Indiranagar -> Koramangala,Auto,2,Thursday,0,Clear,late_night,3.72,1.08,2,1.15
R3,Indiranagar -> Koramangala,Auto,16,Tuesday,0,Clear,off_peak,8.08,3.47,1,2.22
R3,Indiranagar -> Koramangala,Auto,5,Friday,0,Clear,late_night,3.36,1.59,1,3.56
R3,Indiranagar -> Koramangala,Auto,6,Wednesday,0,Rain,off_peak,7.69,2.37,0,18.17
R3,Indiranagar -> Koramangala,Auto,4,Thursday,0,Clear,late_night,3.33,0.64,6,0.15
R3,Indiranagar -> Koramangala,Auto,23,Thursday,0,Clear,late_night,4.49,1.31,3,1.9
R3,Indiranagar -> Koramangala,Auto,3,Monday,0,Clear,late_night,3.85,1.6,4,0.0
R3,Indiranagar -> Koramangala,Auto,0,Sunday,1,Clear,late_night,4.87,1.67,2,3.9
R3,Indiranagar -> Koramangala,Auto,14,Wednesday,0,Clear,off_peak,8.14,3.15,0,7.69
R3,Indiranagar -> Koramangala,Auto,6,Thursday,0,Clear,off_peak,8.01,1.63,0,6.43
R3,Indiranagar -> Koramangala,Auto,4,Friday,0,Clear,late_night,5.06,0.0,6,0.45
R3,Indiranagar -> Koramangala,Auto,5,Sunday,1,Clear,late_night,3.23,1.47,3,0.46
R3,Indiranagar -> Koramangala,Auto,16,Monday,0,Clear,off_peak,7.62,2.46,0,6.12
R3,Indiranagar -> Koramangala,Auto,12,Thursday,0,Fog,off_peak,7.84,3.49,0,13.87
R3,Indiranagar -> Koramangala,Auto,12,Thursday,0,Fog,off_peak,7.68,2.73,0,14.61
R3,Indiranagar -> Koramangala,Auto,0,Wednesday,0,Rain,late_night,4.49,1.99,1,8.31
R3,Indiranagar -> Koramangala,Auto,3,Sunday,1,Clear,late_night,3.81,0.98,7,0.0
R3,Indiranagar -> Koramangala,Auto,9,Friday,0,Rain,morning_rush,7.54,7.3,2,24.45
R3,Indiranagar -> Koramangala,Auto,3,Monday,0,Heavy Rain,late_night,3.89,0.08,3,17.4
R3,Indiranagar -> Koramangala,Auto,20,Saturday,1,Clear,evening_rush,7.79,6.92,3,7.61
R3,Indiranagar -> Koramangala,Auto,1,Saturday,1,Rain,late_night,3.68,0.97,3,4.53
R3,Indiranagar -> Koramangala,Auto,6,Friday,0,Clear,off_peak,7.33,2.91,1,0.0
R3,Indiranagar -> Koramangala,Auto,19,Tuesday,0,Clear,evening_rush,8.34,6.31,4,21.69
R3,Indiranagar -> Koramangala,Auto,23,Sunday,1,Clear,late_night,3.88,0.0,5,0.0
R3,Indiranagar -> Koramangala,Auto,3,Friday,0,Fog,late_night,4.43,1.3,6,15.43
R3,Indiranagar -> Koramangala,Auto,7,Tuesday,0,Clear,morning_rush,7.62,7.02,1,17.25
R3,Indiranagar -> Koramangala,Auto,6,Friday,0,Clear,off_peak,7.85,2.52,1,1.59
R3,Indiranagar -> Koramangala,Auto,9,Friday,0,Clear,morning_rush,8.33,7.3,1,15.8
R3,Indiranagar -> Koramangala,Auto,2,Monday,0,Rain,late_night,3.11,1.81,5,14.81
R3,Indiranagar -> Koramangala,Auto,11,Saturday,1,Clear,off_peak,7.39,2.84,1,0.0
R3,Indiranagar -> Koramangala,Auto,13,Thursday,0,Clear,off_peak,8.16,2.08,0,3.87
R3,Indiranagar -> Koramangala,Auto,23,Monday,0,Clear,late_night,3.36,1.68,4,0.36
R3,Indiranagar -> Koramangala,Auto,0,Sunday,1,Rain,late_night,3.54,0.66,1,11.1
R3,Indiranagar -> Koramangala,Auto,16,Saturday,1,Clear,off_peak,7.6,3.14,1,5.35
R3,Indiranagar -> Koramangala,Auto,7,Tuesday,0,Clear,morning_rush,8.0,6.54,2,13.5
R3,Indiranagar -> Koramangala,Auto,17,Friday,0,Clear,evening_rush,7.86,6.42,2,20.4
R3,Indiranagar -> Koramangala,Auto,3,Thursday,0,Clear,late_night,4.44,0.85,6,0.57
R3,Indiranagar -> Koramangala,Auto,20,Sunday,1,Rain,evening_rush,7.8,7.6,0,22.56
R3,Indiranagar -> Koramangala,Auto,6,Thursday,0,Clear,off_peak,7.71,2.56,0,3.94
R3,Indiranagar -> Koramangala,Auto,9,Saturday,1,Fog,morning_rush,8.1,6.2,1,23.11
R3,Indiranagar -> Koramangala,Auto,11,Sunday,1,Fog,off_peak,8.1,3.78,1,13.26
R3,Indiranagar -> Koramangala,Auto,17,Monday,0,Clear,evening_rush,7.91,6.26,4,24.0
R3,Indiranagar -> Koramangala,Auto,3,Monday,0,Fog,late_night,3.73,1.75,1,13.76
R3,Indiranagar -> Koramangala,Auto,8,Thursday,0,Clear,morning_rush,8.81,7.31,2,22.03
R3,Indiranagar -> Koramangala,Auto,3,Monday,0,Rain,late_night,3.86,1.39,6,8.96
R3,Indiranagar -> Koramangala,Auto,7,Wednesday,0,Clear,morning_rush,8.1,7.28,0,23.65
R3,Indiranagar -> Koramangala,Auto,3,Tuesday,0,Clear,late_night,4.36,0.38,8,5.94
R3,Indiranagar -> Koramangala,Auto,9,Saturday,1,Clear,morning_rush,8.25,6.45,3,10.82
R3,Indiranagar -> Koramangala,Auto,20,Sunday,1,Clear,evening_rush,7.91,7.72,3,14.32
R3,Indiranagar -> Koramangala,Auto,6,Saturday,1,Heavy Rain,off_peak,7.75,2.98,1,14.73
R3,Indiranagar -> Koramangala,Auto,5,Friday,0,Heavy Rain,late_night,4.02,1.36,0,22.26
R3,Indiranagar -> Koramangala,Auto,13,Friday,0,Clear,off_peak,8.04,1.9,0,6.89
R3,Indiranagar -> Koramangala,Auto,21,Tuesday,0,Clear,off_peak,7.96,3.44,2,0.0
R3,Indiranagar -> Koramangala,Auto,21,Friday,0,Clear,off_peak,7.74,3.85,0,6.59
R3,Indiranagar -> Koramangala,Auto,6,Sunday,1,Clear,off_peak,7.82,3.47,2,0.1
R3,Indiranagar -> Koramangala,Auto,8,Friday,0,Rain,morning_rush,7.77,5.5,2,27.98
R3,Indiranagar -> Koramangala,Auto,2,Tuesday,0,Fog,late_night,4.93,0.94,3,17.41
R3,Indiranagar -> Koramangala,Auto,13,Saturday,1,Fog,off_peak,8.22,2.85,0,13.93
R3,Indiranagar -> Koramangala,Auto,12,Friday,0,Clear,off_peak,8.11,3.26,2,10.71
R3,Indiranagar -> Koramangala,Auto,3,Thursday,0,Clear,late_night,3.94,1.31,5,0.0
R3,Indiranagar -> Koramangala,Auto,23,Thursday,0,Clear,late_night,3.58,2.52,6,1.55
R3,Indiranagar -> Koramangala,Auto,22,Friday,0,Rain,late_night,4.26,1.24,0,6.74
R3,Indiranagar -> Koramangala,Auto,20,Friday,0,Clear,evening_rush,7.73,7.47,5,20.35
R3,Indiranagar -> Koramangala,Auto,21,Sunday,1,Rain,off_peak,8.06,2.4,1,4.35
R3,Indiranagar -> Koramangala,Auto,16,Wednesday,0,Rain,off_peak,7.55,2.29,0,11.66
R3,Indiranagar -> Koramangala,Auto,2,Saturday,1,Fog,late_night,4.46,0.98,4,16.54
R3,Indiranagar -> Koramangala,Auto,6,Sunday,1,Rain,off_peak,7.95,2.69,2,11.23
R3,Indiranagar -> Koramangala,Auto,13,Wednesday,0,Clear,off_peak,7.63,4.1,1,3.54
R3,Indiranagar -> Koramangala,Auto,13,Saturday,1,Rain,off_peak,8.01,3.35,0,9.5
R3,Indiranagar -> Koramangala,Auto,16,Wednesday,0,Heavy Rain,off_peak,8.09,3.45,0,17.09
R3,Indiranagar -> Koramangala,Auto,10,Friday,0,Clear,morning_rush,8.04,7.19,2,15.28
R3,Indiranagar -> Koramangala,Auto,2,Sunday,1,Rain,late_night,4.45,0.95,6,4.55
R3,Indiranagar -> Koramangala,Auto,17,Thursday,0,Clear,evening_rush,8.25,6.05,5,26.66
R3,Indiranagar -> Koramangala,Auto,5,Saturday,1,Clear,late_night,4.03,0.35,4,0.12
R3,Indiranagar -> Koramangala,Auto,14,Sunday,1,Rain,off_peak,7.99,2.63,0,9.17
R3,Indiranagar -> Koramangala,Auto,15,Sunday,1,Clear,off_peak,8.31,2.77,1,2.49
R3,Indiranagar -> Koramangala,Auto,9,Sunday,1,Rain,morning_rush,7.85,7.05,1,15.04
R3,Indiranagar -> Koramangala,Auto,21,Thursday,0,Clear,off_peak,8.03,1.97,0,4.96
R3,Indiranagar -> Koramangala,Auto,0,Saturday,1,Clear,late_night,3.99,0.52,1,0.0
R3,Indiranagar -> Koramangala,Auto,0,Sunday,1,Rain,late_night,4.1,0.87,0,9.66
R3,Indiranagar -> Koramangala,Auto,8,Thursday,0,Clear,morning_rush,7.96,6.38,1,17.45
R3,Indiranagar -> Koramangala,Auto,23,Thursday,0,Rain,late_night,3.91,0.75,4,9.51
R3,Indiranagar -> Koramangala,Auto,17,Wednesday,0,Heavy Rain,evening_rush,8.36,6.94,2,39.79
R3,Indiranagar -> Koramangala,Auto,15,Thursday,0,Clear,off_peak,7.68,2.89,2,0.05
R3,Indiranagar -> Koramangala,Auto,18,Saturday,1,Fog,evening_rush,7.7,6.98,2,22.34
R3,Indiranagar -> Koramangala,Auto,8,Friday,0,Clear,morning_rush,7.88,7.9,2,11.52
R3,Indiranagar -> Koramangala,Auto,6,Tuesday,0,Clear,off_peak,7.61,3.72,1,8.45
R3,Indiranagar -> Koramangala,Auto,8,Friday,0,Rain,morning_rush,7.92,7.22,3,25.95
R3,Indiranagar -> Koramangala,Auto,18,Tuesday,0,Clear,evening_rush,7.73,6.45,2,20.41
R3,Indiranagar -> Koramangala,Auto,23,Friday,0,Rain,late_night,4.09,0.41,5,8.57
